ssn	job	company	mail	address	name	birthdate	username	current_location	registration	blood_group	user_id	station_ID
24931805779		Carvalho	antonella74@bol.com.br	"Ladeira de Moreira, 30
Rio Branco
17076631 Fonseca Grande / CE"	Yago Silveira		lopesgabriela		08 Jan 2023	B+	1204	224
822-73-4503		西村農林合同会社	lhayashi@yahoo.com	熊本県香取市今戸41丁目1番6号 前弥六シャルム845	石川 涼平	1936-12-01	naoki46		2022-04-29	A-	1676	696
DNSGNI93L46B250V		Borromeo-Leonetti s.r.l.	corbogianluca@virgilio.it		Luisa Alfieri		milena21	(Decimal('-20.019672'), Decimal('96.168742'))	03/01/2025, 00:00:00	AB-	1392	312
189-33-1930	Informatiker	Schottin e.G.	rziegert@hotmail.de	"Jeannine-Gehringer-Ring 778
10822 Oranienburg"	Reinhard Junk		uscheel	(Decimal('-10.747491'), Decimal('107.686126'))	08 Nov 2024	O+	907	534
407-84-0615		Zirme Winkler GmbH & Co. KG	ujaentsch@gmx.de	"Mentzelgasse 8-4
54200 Pegnitz"	Ditmar Lindau		killerartur	(Decimal('35.686782'), Decimal('-93.227415'))	01/06/2022, 00:00:00	A-	799	789
39587401204	Diagramador	Viana - ME	tandrade@gmail.com	"Via Luan Brito, 2
Acaiaca
05839-183 Siqueira de Ferreira / CE"	Catarina da Mata		matteo59	(Decimal('-10.9442045'), Decimal('-143.081278'))	12/22/2022, 00:00:00	AB-	520	707
861-81-1617		Kobelt	istiffel@gmail.com		Cemal Trub	1977-05-29	tbolnbach	(Decimal('32.1109145'), Decimal('2.015750'))	2022/09/10	O+	385	500
358-29-9222	Heritage manager	Bell Inc	delacruzchristopher@yahoo.com		Kayla Coleman		gloria70	(Decimal('32.1003065'), Decimal('-5.696469'))	2018/12/31	AB-	1894	701
334-43-1739	Primary school teacher	Jones-Norris	robertssarah@gmail.com	"USNS Barton
FPO AP 85580"	Anthony Hobbs		stricklanddanielle	(Decimal('43.5604795'), Decimal('-6.048943'))	2019/02/12	AB-	1197	482
410-52-7582		福田銀行合同会社	takahashiyuta@hotmail.com	神奈川県横浜市泉区今戸14丁目1番7号 豊町アーバン528	鈴木 零		oyamada	(Decimal('61.6227195'), Decimal('39.263330'))	2019-09-28	B-	1706	266
18504739279		da Mota Santos S.A.	vianaana-julia@hotmail.com	"Condomínio Yuri Sampaio, 99
Mariano De Abreu
85399-157 Carvalho / ES"	Hellena Correia	1942-04-25	zbrito		2025/06/27	O-	619	294
011-51-7282		Johnson Inc	greencynthia@hotmail.com	"558 Bowman Plaza Apt. 336
East Kristytown, MI 52438"	Vanessa Jackson	1983-05-17	harmontheresa	(Decimal('-80.281730'), Decimal('-141.516219'))	05/11/2019, 00:00:00	O-	1542	343
GLTGRM33C57G890I		Fusani-Lollobrigida SPA	bpontecorvo@libero.it	"Piazza Gucci, 5 Appartamento 28
25131, Brescia (BS)"	Federico Ariosto		raffaelecarocci	(Decimal('84.657707'), Decimal('-117.734841'))	2022/10/12	AB+	500	593
91842573004		Sá S/A	bella43@hotmail.com	"Trevo Cauê Sá, 86
Vila Jardim Leblon
93523-745 Garcia / PA"	Diego Rodrigues	1932-04-10	vaparecida	(Decimal('71.534123'), Decimal('163.042679'))	2024/12/18	B-	1203	44
377-84-7106	ウェディングプランナー	山田電気有限会社	ryosukeyamamoto@hotmail.com	山形県世田谷区下宇和田25丁目23番1号 コーポ湯本塩原274	田中 零	1966-02-15	anakamura	(Decimal('-76.0510865'), Decimal('100.691605'))	01/16/2021, 00:00:00	A+	2033	107
FBBRBT22A26C327Z		Molesini s.r.l.	desiopomponio@libero.it	"Incrocio Paloma, 4
30038, Orgnano (VE)"	Sig.ra Imelda Bataglia		camilla52	(Decimal('-49.5770915'), Decimal('-102.665437'))	25 Feb 2021	A-	1267	606
59203417850	Instalador de linha telefônica	Caldeira Farias - ME	carvalholucca@bol.com.br		Elisa Caldeira		joao-guilherme27	(Decimal('40.438950'), Decimal('76.557369'))	09/19/2023, 00:00:00	O+	1779	296
074-81-6136		伊藤保険株式会社	lsasaki@yahoo.com		藤原 零	1986-05-10	fwatanabe	(Decimal('75.8255425'), Decimal('122.144098'))	10/29/2021, 00:00:00	A-	1349	138
468-03-4165		Payne Inc	ashley14@hotmail.com	"238 Joseph Circles Suite 447
Stewartchester, CA 98306"	Joseph Hart		wheelerlaura	(Decimal('27.5991735'), Decimal('7.575172'))	02 Apr 2025	A+	129	183
093-11-3288		Roskoth Mohaupt Stiftung & Co. KGaA	omeyer@aol.de	"Weißplatz 50
55705 Stade"	Anneke Etzold B.A.	1929-04-09	markomaelzer	(Decimal('-60.4559135'), Decimal('-60.274769'))	12/15/2018, 00:00:00	O+	2076	683
23170985612		Souza	garciaravi@uol.com.br	"Vila Alves, 7
Vila Real 1ª Seção
68370-539 Pereira Paulista / AP"	Dra. Luara Nogueira	2007-11-26	levisa	(Decimal('-49.414766'), Decimal('-17.449640'))	16 Nov 2021	AB-	1362	430
03169854739	Mecanógrafo	Souza Brito Ltda.	castrorebeca@bol.com.br	"Ladeira Nunes, 1
Coração De Jesus
70470-333 Vasconcelos de da Mata / PE"	Júlia Siqueira	1959-12-08	oliver61	(Decimal('81.7513815'), Decimal('50.201464'))	2024-03-14	O+	560	684
250-09-5395		Wagenknecht Fliegner GbR	ihering@aol.de		Friedericke Pechel	2005-06-13	fiebigrose	(Decimal('-54.210071'), Decimal('-22.207433'))	16 Apr 2021	O-	317	625
172-76-7463	Biomedical scientist	Pena-Brown	moorejustin@yahoo.com	"17861 Thomas Vista
Port Lee, NH 99120"	Kimberly Ellis	1924-05-24	garciabobby	(Decimal('-46.260954'), Decimal('-120.655252'))	2023-01-13	O-	2001	454
104-97-8966		Rose KG	oderwaldrudi@aol.de	"Grafstraße 2/3
32193 Wolfach"	Isabell Herrmann-Schönland	2013-09-04	antonie37	(Decimal('-8.5946735'), Decimal('-102.774861'))	08/08/2025, 00:00:00	AB+	510	700
588-60-4018		Erickson-Navarro	fandrews@yahoo.com	"6091 Robin Port
Chavezmouth, ME 94390"	Shannon Brown	1970-04-03	osmith	(Decimal('69.2477005'), Decimal('-104.966592'))	08/13/2022, 00:00:00	O-	315	15
49517602316		Moraes	lucca10@bol.com.br	"Trecho Costela, 95
Pongelupe
72290-292 Borges da Mata / RR"	Agatha Farias	1991-07-31	santosmaria-luisa	(Decimal('-16.966018'), Decimal('101.284444'))	14 Oct 2019	B-	41	573
MPSFRN94S03I113B	Higher education lecturer	Panicucci, Marinetti e Giolitti s.r.l.	simonettapellico@libero.it	"Viale Binaghi, 21
26017, Pieranica (CR)"	Loretta Guarana-Bonaventura		roman24	(Decimal('-22.3522835'), Decimal('-114.397616'))	2022-12-14	AB-	274	129
479-57-9752		White, Kirk and Davis	kristenmeyer@hotmail.com	"75645 Wood Well Suite 042
North Jennifer, DC 08622"	Jerry Chen	1910-07-20	amy12	(Decimal('-49.3774445'), Decimal('66.439503'))	10/16/2024, 00:00:00	A-	474	735
266-12-7970	音楽家	山下銀行合同会社	minoruishikawa@yahoo.com	東京都世田谷区月島22丁目22番9号 コート長畑902	鈴木 加奈	1992-06-14	mikiendo	(Decimal('-57.6523425'), Decimal('-78.132294'))	2019/01/02	A-	1821	764
820-62-7344		Black-Black	rachelanderson@gmail.com	"041 Walker Locks
East Emily, PW 94638"	Rebecca Wallace	1936-07-16	joseph09	(Decimal('77.951596'), Decimal('47.729396'))	2023/06/27	O-	993	523
116-11-5330	アーティスト	藤原ガス合同会社	atsushikato@yahoo.com	奈良県日野市花川戸36丁目1番6号 コート芝浦573	清水 香織	1967-10-20	maedajun	(Decimal('-81.946842'), Decimal('154.090028'))	2022-10-30	O-	1371	276
83245106726	Assessor parlamentar	Dias	apereira@uol.com.br	"Via Camila Ramos, 330
Vila Nova Paraíso
98050-427 Melo / RO"	Davi Lucas Cavalcante	1978-11-28	vitorgomes	(Decimal('-47.3486325'), Decimal('106.333976'))	2023/05/28	B-	1772	341
CDUNTN70R02F861U		Piovani Group	martino85@vodafone.it		Nedda Bonatti	1935-02-21	annibalebaglioni	(Decimal('-47.635704'), Decimal('-23.814027'))	2023-06-01	B-	288	43
127-24-0713		中村銀行株式会社	tishii@hotmail.com	徳島県中野区羽折町29丁目25番1号	高橋 太郎		osaito	(Decimal('-59.183498'), Decimal('-4.793857'))	22 Mar 2024	O-	320	77
588-98-2904		Martinez-Garcia	edgar96@hotmail.com	"3988 Cowan Ville
Andrewstad, WV 24315"	Paul Rush	1962-12-22	deniseramos	(Decimal('-84.911762'), Decimal('157.030022'))	2024/01/01	O-	1707	736
56398710240		Silveira	trodrigues@bol.com.br	"Esplanada de Oliveira, 12
Vila Esplanada
46438-400 da Mata Verde / RS"	Lucas Almeida		da-rosaotavio	(Decimal('-54.9041785'), Decimal('-145.486548'))	03/31/2022, 00:00:00	A-	1746	479
07198635202	Tabelião	Aragão	cecilia96@bol.com.br	"Fazenda de Silva, 25
Conjunto Lagoa
11382410 Carvalho / CE"	Lucas Gabriel da Conceição	2000-11-24	prezende	(Decimal('51.8669075'), Decimal('126.498389'))	20 Jan 2021	A-	1772	723
723-16-4368		Jacobi Jäckel AG & Co. KG	bliebelt@googlemail.com	"Gutestraße 64/20
00748 Steinfurt"	Klaus Adler B.Sc.		ewarmer	(Decimal('12.0819035'), Decimal('-149.004568'))	23 Dec 2023	AB-	836	273
GNVSVR87S49C409W		Storladi-Franceschi e figli	ymonicelli@gmail.com	"Strada Cutrufo, 88 Appartamento 0
67049, Villagrande (AQ)"	Edoardo Tafuri-Conte	1968-06-11	columbomassimiliano	(Decimal('-43.599886'), Decimal('-7.209469'))	12 Jun 2024	AB+	163	561
624-09-3838		Lee Ltd	sherylpalmer@hotmail.com	"92769 Miller Street Suite 397
Lake Abigail, MP 67240"	Laura Thompson MD		johnsonkelly	(Decimal('-5.380066'), Decimal('38.055304'))	2022-04-29	A+	402	698
68319247004		Gonçalves Sales Ltda.	samuelteixeira@bol.com.br	"Jardim Ana Lívia Abreu, 25
Ermelinda
90782691 Câmara / PR"	Luiz Felipe Vieira	1953-02-10	bernardo18	(Decimal('27.941771'), Decimal('-145.260879'))	09/30/2020, 00:00:00	B+	1721	585
GLVVTR66L29D474I		Dalla, Nicoletti e Rossini s.r.l.	albericopizziol@libero.it	"Via Cadorna, 45 Appartamento 30
12100, Confreria (CN)"	Niccolò Castioni-Marconi		nicoletta30	(Decimal('-4.695662'), Decimal('-38.790709'))	07/23/2025, 00:00:00	B+	1668	258
297-67-6693	Schornsteinfeger	Hentschel Junitz AG & Co. KGaA	ffinke@web.de	"Eleonora-Hoffmann-Ring 32-67
46787 Uelzen"	Univ.Prof. Curt Rädel		evangelos22	(Decimal('-9.297239'), Decimal('168.194469'))	11/16/2020, 00:00:00	A+	253	289
055-77-3682		Gallagher, Dean and Fischer	frankaguilar@yahoo.com	"Unit 2482 Box 4180
DPO AA 74419"	Robert Sosa		williamslaura	(Decimal('86.422965'), Decimal('30.548851'))	2024-09-02	A-	1548	335
009-93-9718		Baker-Kim	scottlaura@yahoo.com	"PSC 6767, Box 7358
APO AP 32716"	Dakota Shaw		cartermorgan	(Decimal('-28.660570'), Decimal('-90.602918'))	11 Apr 2023	A-	1955	317
794-72-9817	検察官	合同会社遠藤通信	rkondo@hotmail.com	福島県横浜市旭区山中新田18丁目12番2号 クレスト台東984	小林 太郎		ryosuke16	(Decimal('5.5611115'), Decimal('124.085807'))	01/10/2020, 00:00:00	O-	1415	601
168-92-3385	Investment banker, corporate	Robinson PLC	nunezjoshua@gmail.com	"507 Melanie Inlet
West John, AL 90940"	Michelle Ward		madelineking	(Decimal('71.113380'), Decimal('15.707852'))	07 Nov 2024	O-	1787	343
661-58-8959		Oestrovsky	grete97@yahoo.de	"Köhlerstraße 6/2
60042 Beilngries"	Brigitta Freudenberger		burkardmeister	(Decimal('-54.1391975'), Decimal('-136.423424'))	09/27/2022, 00:00:00	O-	260	345
70286493187	Toxicologista	Andrade - EI	vargasisabella@yahoo.com.br	"Rua de Vieira, 67
Casa Branca
70094267 Jesus do Campo / PA"	Sofia Santos		dcassiano	(Decimal('55.0464555'), Decimal('-3.032439'))	2023/05/06	AB-	1065	168
249-21-6732		Coleman, Johnston and Jones	hunterwilliam@gmail.com	"442 Johnson Mountain Suite 113
South Carolbury, SC 45524"	Christine Reyes	1930-04-06	glee	(Decimal('14.4095005'), Decimal('82.796930'))	2020-07-28	B+	344	747
671-94-4530	Programmierer	Hein	edeltraudbohlander@yahoo.de	"Rochus-Killer-Allee 73/83
89541 Staßfurt"	Branka Trüb		tatjana78	(Decimal('42.2144605'), Decimal('50.545883'))	2025/09/18	AB-	363	367
509-16-2622	バスガイド	有限会社近藤建設	iyamamoto@yahoo.com	徳島県浦安市橋場24丁目18番7号	林 和也	1951-03-20	kaori15	(Decimal('32.517784'), Decimal('-4.746640'))	2022/04/20	B+	657	711
728-40-6879		合同会社井上建設	kobayashikana@gmail.com	熊本県大田区松石15丁目6番17号	中村 治	2008-02-08	jsato	(Decimal('9.752646'), Decimal('-96.789819'))	03 Apr 2021	AB+	1588	501
014-41-8135	Health and safety inspector	Morgan-Bridges	shane17@gmail.com	"74786 Vaughan Motorway Suite 391
New Amandaville, HI 65138"	James Morgan	1988-02-22	zpeterson		07/01/2024, 00:00:00	B-	1564	647
774-82-5641		有限会社渡辺運輸	saitomiki@hotmail.com	秋田県北区戸山2丁目22番6号 芝大門コーポ303	中村 舞	1939-10-25	yoichi40	(Decimal('40.308325'), Decimal('60.713855'))	2019-07-28	A-	292	566
136-76-8403		高橋農林有限会社	momokoyoshida@gmail.com	福井県大田区羽折町19丁目22番11号 コート台場813	中村 直人		hanako65	(Decimal('-24.299202'), Decimal('-113.787747'))	2019/10/19	B-	710	516
252-98-8921		Alexander Group	vasquezsara@yahoo.com	"759 Angel Unions Suite 433
Port Davidmouth, NM 12442"	Mark Bonilla	1937-11-06	campbellstacey	(Decimal('41.545657'), Decimal('-55.395885'))	01 Sep 2020	A+	1979	82
63189427500		Mendonça Câmara S.A.	sda-rosa@bol.com.br	"Campo de Costa, 60
Esperança
80046-361 Abreu de Minas / MS"	Manuela Castro		ssantos	(Decimal('35.5666735'), Decimal('85.980305'))	2023-05-12	B-	105	344
201-28-2883	Print production planner	Harris PLC	zyu@gmail.com	"6210 Jacobson Cape
Kingbury, CT 06212"	Alex Willis	1954-11-16	hamiltondaniel	(Decimal('-68.2094305'), Decimal('-116.466433'))	10/04/2023, 00:00:00	A-	10	634
359-63-1253		Köster	nplath@gmail.com	"Scheuermannplatz 919
61173 Luckenwalde"	Gertrud Mende		rosalie18	(Decimal('22.664288'), Decimal('-7.329516'))	11/06/2023, 00:00:00	B-	1825	681
86307512407	Meredeira	Novaes S/A	aaragao@hotmail.com	"Núcleo Mendonça, 360
Jardim Do Vale
08822-841 Cavalcanti dos Dourados / ES"	Jade Alves	1958-01-16	maria-eduardacavalcante	(Decimal('-78.7490665'), Decimal('29.326316'))	2019-12-14	AB+	1780	253
345-57-5101		Mueller Ltd	vfisher@yahoo.com	"0359 Carroll Drives
East Kevin, ME 07237"	Angela Davis	2013-05-15	david12	(Decimal('76.1749965'), Decimal('-127.725657'))	2018-10-12	O-	286	600
PVRNTA01H02H502E		Papetti, Cainero e Asmundo Group	nico72@virgilio.it	"Piazza Matteotti, 366
87034, Grimaldi (CS)"	Micheletto Garzoni	2013-05-15	rromiti	(Decimal('-71.660843'), Decimal('45.872226'))	25 Nov 2019	AB+	13	612
MDNPRR45A55H882X	Oceanographer	Antonelli SPA	madernogiorgio@tin.it	"Canale Lucia, 35 Appartamento 7
33061, Rivarotta (UD)"	Dott. Piermaria Luria		luisa83	(Decimal('-65.1220505'), Decimal('-36.374378'))	18 Dec 2019	O+	914	119
113-75-2534		Lloyd Inc	albert29@yahoo.com		Rachel White	1966-06-14	ballardtodd	(Decimal('-2.057775'), Decimal('14.350864'))	2021-12-05	A+	348	265
056-21-4021		有限会社石川水産	atanaka@hotmail.com		斎藤 裕美子	1938-02-01	uyamaguchi	(Decimal('-53.7096765'), Decimal('-177.818754'))	10 Mar 2024	B-	1154	71
021-22-0075		Abbott, Roberson and Wood	qharris@yahoo.com		Jessica Little		williamsonomar	(Decimal('-61.076358'), Decimal('-6.625012'))	2025-07-13	O+	1667	95
502-75-4429		合同会社山崎運輸	minorufukuda@gmail.com		橋本 涼平		naokimatsuda		2022-01-25	AB-	804	393
42610973896	General	Sousa	maya54@gmail.com		Dr. Joaquim Monteiro	1971-07-28	albuquerquecaleb	(Decimal('-13.7508505'), Decimal('143.511850'))	02/04/2025, 00:00:00	AB-	2071	748
221-26-7966	Conference centre manager	Anderson, Shah and Frank	gjefferson@yahoo.com	"194 Marshall Prairie
East Timothyview, IA 28743"	Daniel Turner		tbanks	(Decimal('48.578429'), Decimal('-153.699611'))	08/26/2023, 00:00:00	O-	1234	223
477-06-9583	Engineer, manufacturing systems	Anderson-Walters	hilljennifer@yahoo.com	"011 Dylan Forges Suite 481
Port Jeremy, VA 27387"	George Gilmore		cheryl69	(Decimal('-35.034278'), Decimal('-70.293540'))	2023/11/24	A+	1935	625
076-19-6681		Hiller GbR	calogero90@hotmail.de	"Adele-Kostolzin-Weg 13-14
79542 Holzminden"	Maria Fechner	1930-07-28	wendelinaumann	(Decimal('-35.6635345'), Decimal('139.172245'))	2024/08/19	B+	86	584
94287013514		Martins S.A.	ayla03@uol.com.br		Valentina Machado	1952-01-04	cardosocecilia		2023/11/11	O-	1429	274
403-40-7986		Thies Trüb AG	willi95@gmx.de	"Maya-Lehmann-Ring 91/31
72828 Ebern"	Maurizio Kensy MBA.		gutealmuth	(Decimal('-77.7960575'), Decimal('-122.119893'))	08/09/2020, 00:00:00	B-	544	494
006-36-6220		Rojas-Cain	hughescody@hotmail.com	"7359 Brandon Lake
North Daniellehaven, ND 73077"	Alicia Huerta		bonnie03	(Decimal('38.7608765'), Decimal('85.334387'))	2023/11/28	AB+	867	313
759-67-8995		Ford-Bailey	alisha78@yahoo.com	"34021 Monica Vista
Port Saraton, WY 06059"	Amber Cook		dustinwells	(Decimal('-14.778026'), Decimal('124.059160'))	2023/02/10	AB+	682	356
61243570890	Controller	Araújo	habreu@bol.com.br		Joaquim Sales	1975-08-02	arthur-miguel09	(Decimal('17.1000735'), Decimal('-164.825248'))	03 Mar 2020	A+	500	713
896-83-0387		Mayo-Beck	rfarmer@yahoo.com	"0777 Kim Motorway Suite 460
South Davidfort, MH 42926"	Joshua Walls		lisakent	(Decimal('-49.8165065'), Decimal('47.262303'))	08/01/2025, 00:00:00	AB+	87	261
38104296787		Pires S/A	viniciussampaio@gmail.com	"Viela Maysa Aragão, 1
Marçola
54105-355 da Mota de Costa / TO"	Diogo Fonseca	1914-09-24	ravida-cruz	(Decimal('75.657303'), Decimal('-116.819332'))	03/25/2022, 00:00:00	B-	1345	29
890-71-3244		Graham, Schultz and Ramirez	bwilliams@hotmail.com	"96359 Dwayne Groves Apt. 502
Lake Samuel, LA 22407"	Nathaniel Wilson		erinwoods	(Decimal('-35.0855915'), Decimal('-21.240470'))	10/13/2020, 00:00:00	A-	1358	674
838-91-4585		Pölitz Weitzel GbR	gnatzalexei@web.de	"Hans-Rudolf-Beyer-Weg 8-4
21983 Delitzsch"	Dr. Steffen Scheel B.Eng.	2002-05-11	hans-juergenseifert	(Decimal('54.5937415'), Decimal('61.029444'))	03/05/2025, 00:00:00	O+	2001	526
258-34-2922		有限会社木村水産	atsushihasegawa@hotmail.com		渡辺 花子		shota28	(Decimal('29.138864'), Decimal('108.411288'))	2019-03-05	A+	1592	64
631-73-8639	行政書士	加藤保険株式会社	stakahashi@yahoo.com	富山県中央区権現堂12丁目15番15号	中村 裕太	1910-10-08	mtakahashi	(Decimal('83.462615'), Decimal('-107.407889'))	24 Oct 2021	AB+	2051	303
372-92-7423	Engineer, biomedical	Lopez-Smith	boothsarah@yahoo.com	"08914 Flores Ford
Aprilfort, AR 20842"	Michael Miller	1958-08-21	montgomerygarrett	(Decimal('21.3302365'), Decimal('130.217272'))	2020/07/27	O-	1713	394
BLZRAI27E22L206P	Clinical scientist, histocompatibility and immunogenetics	Federici, Giannetti e Morandini e figli	vittoriodonarelli@hotmail.com	"Rotonda Ferretti, 9 Piano 2
46036, Revere (MN)"	Sergius Polizzi-Bellucci	1996-05-10	ornella06	(Decimal('64.226597'), Decimal('101.133234'))	2021-12-04	A-	1113	677
425-19-9183		Hahn	weitzelewald@aol.de	"Berndt-Plath-Ring 4635
04074 Neunburg vorm Wald"	Dr. Meinrad Biggen B.Eng.	1963-03-16	walfriedfechner	(Decimal('-58.0773225'), Decimal('-166.671220'))	2022/02/18	O+	1847	373
MGRSBL58P22A776B	Surveyor, hydrographic	Serraglio e figli	gianlucamaggioli@gmail.com	"Rotonda Cammarata, 86
38079, Pelugo (TN)"	Fernanda Lucarelli	2005-10-18	lidiamalipiero	(Decimal('61.437523'), Decimal('16.881443'))	2019/03/24	AB-	1035	169
PRCNNT70P09H324N		Bellini-Tartaglia e figli	wbenussi@yahoo.com	"Borgo Maccanelli, 54
34100, Trieste (TS)"	Alessandra Ricolfi	1972-09-09	martinogritti	(Decimal('69.104312'), Decimal('-43.952124'))	2024-07-07	A+	621	625
756-93-4159	測量士	株式会社加藤農林	katohideki@yahoo.com	福島県千代田区豊町32丁目8番20号	高橋 治	1992-03-12	ntakahashi	(Decimal('71.886883'), Decimal('104.769468'))	20 Mar 2021	A-	990	615
754-18-8077		Stiebitz	wielandgrein-groth@gmx.de	"Karsten-Gutknecht-Gasse 7-4
06800 Osterode am Harz"	Hanna Hövel B.Eng.	1926-06-22	aziz61	(Decimal('-17.8023855'), Decimal('-147.163908'))	2021/03/28	A+	1407	282
PCLBGI72H53G756U		Schicchi Group	antoniamalipiero@tin.it	"Rotonda Amaldi, 511 Piano 7
20099, Sesto San Giovanni (MI)"	Imelda Seddio	2014-04-08	rossinipanfilo		2021/07/27	B-	135	97
313-78-5625		合同会社福田通信	harukayamazaki@hotmail.com	大阪府長生郡長生村皇居外苑38丁目14番15号 コート港南841	清水 真綾		jsuzuki	(Decimal('-39.708175'), Decimal('113.474404'))	07 Nov 2020	O-	1756	784
019-73-7123	調理師	伊藤銀行株式会社	hwatanabe@hotmail.com	茨城県青梅市東三島23丁目18番6号 パーク芝浦497	岡田 加奈	1962-03-01	kanamaeda	(Decimal('-19.095511'), Decimal('22.219004'))	2020-08-25	AB+	607	689
865-04-0284	Architect	Garcia, Park and Carrillo	porterlindsey@gmail.com	"700 Tammie Path Apt. 991
Paulbury, OR 50875"	Amber Walton		bowenjohn		19 Jul 2025	B-	940	717
250-91-5950		Valenzuela-Huang	webermichelle@gmail.com	"38890 Flores Lights
North Elizabethton, HI 76513"	Matthew Hammond		calderonchristy	(Decimal('5.794508'), Decimal('119.014827'))	2020-07-14	AB+	1742	1
337-48-8551		Knappe	ilkahermighausen@aol.de	"Hartmannplatz 9-2
31099 Calw"	Rocco Hofmann	2016-10-25	xhendriks	(Decimal('-56.457925'), Decimal('108.404107'))	03 Mar 2022	AB+	1222	712
VNTGNE30S06E925L		Dellucci SPA	gaspare33@vodafone.it	"Borgo Domenico, 43 Appartamento 97
09083, Fordongianus (OR)"	Fredo Giannotti	1964-08-12	abettin	(Decimal('3.3956995'), Decimal('-139.941389'))	27 Nov 2018	B-	1356	616
FGTRSN41C24B845I		Trobbiani, Cassarà e Nibali e figli	ujuvara@hotmail.com	"Piazza Cirillo, 98
65026, Popoli (PE)"	Dina Passalacqua-Sauli		lucianopederiva	(Decimal('39.378648'), Decimal('52.075825'))	09 Sep 2023	AB-	1486	454
416-35-9723	Television production assistant	Walker Inc	ereid@gmail.com		John Arnold	1941-06-05	angelicagonzalez		06/17/2023, 00:00:00	O+	945	196
78190652494	Militar do Exército	Cunha	pedro-miguel92@yahoo.com.br	"Vereda Oliveira, 93
Cenaculo
36161-799 Pastor de Sales / RJ"	Milena Teixeira		mda-paz	(Decimal('52.859495'), Decimal('111.297661'))	2021/06/21	A+	1290	749
41569702802		Santos Lopes S/A	diogo21@bol.com.br		Srta. Raquel Cunha	2019-01-23	camila02	(Decimal('65.9175665'), Decimal('-112.213524'))	2021/03/07	B+	271	286
810-46-7532		Heinz	manfred61@aol.de	"Hartmannstraße 6
65233 Ebern"	Ercan Baum-Henck	1971-04-20	hans-heinrich52	(Decimal('-15.838996'), Decimal('101.499176'))	01/24/2020, 00:00:00	AB-	1340	422
555-39-4777		藤田印刷株式会社	takahashitakuma@hotmail.com	埼玉県青ヶ島村芝浦11丁目13番6号	西村 智也	1995-11-02	yoshidayoichi	(Decimal('41.781019'), Decimal('-44.802338'))	2024/08/25	B+	2021	480
809-73-4472		株式会社斎藤印刷	naoki95@hotmail.com	静岡県富津市長畑15丁目2番19号 柿木沢コート418	渡辺 裕美子		yasuhiromori	(Decimal('-3.1381645'), Decimal('-37.144156'))	11/24/2020, 00:00:00	B-	1939	359
524-22-9269	Newspaper journalist	Jones-Martin	mooreelijah@gmail.com	"2892 Bowman Causeway
South Danielshire, ND 41343"	Jesus Stephenson	1953-12-10	judy38		19 Jan 2025	AB+	1520	226
319-79-9134	経営者	松本情報有限会社	shimizusotaro@gmail.com	大分県八街市鳥越35丁目4番3号 白金台クレスト873	山本 稔	1968-04-19	kaorisuzuki	(Decimal('-38.376717'), Decimal('139.921820'))	2024/07/19	B+	489	3
BSOCRN32T60L348T		Taliercio-Gualandi Group	costantinodossetti@yahoo.com	"Borgo Branciforte, 296 Piano 3
20046, Cisliano (MI)"	Sandro Giradello	1998-03-17	lmarazzi	(Decimal('-13.5004205'), Decimal('61.060221'))	2024-10-29	B+	1716	565
222-82-4343	Mathematiker	Rörricht e.G.	hans-juergenkade@yahoo.de	"Emine-Römer-Weg 6/4
62652 Schleiz"	Dr. Carmen Martin MBA.	1985-04-19	henning52	(Decimal('-5.919731'), Decimal('-121.759136'))	01 Feb 2020	AB-	419	184
680-11-6099	Patent examiner	Anderson, Lewis and Mora	johnsims@gmail.com	"76271 Laura Walks
Wattsland, ID 38613"	Christian Garcia	1949-10-04	williamsgeorge	(Decimal('41.401016'), Decimal('-139.080851'))	01 Mar 2025	AB-	106	122
CRLGLR22E13I178H	Sport and exercise psychologist	Grisoni-Carosone e figli	irmagravina@gmail.com	"Stretto Schiaparelli, 61 Piano 3
16159, Genova (GE)"	Melissa Niscoromni		gualandidamiano	(Decimal('-14.452857'), Decimal('-166.396050'))	02/04/2019, 00:00:00	AB-	573	215
553-42-9424		Käster OHG mbH	jo70@aol.de		Univ.Prof. Marijan Höfig B.A.		resi94	(Decimal('-64.781804'), Decimal('6.905468'))	2019/09/26	B-	215	552
921-33-3750		Ditschlerin	paffratheduard@web.de	"Dippelstr. 7
50773 Backnang"	Herr Bernt Holt	1958-04-13	weinhagefalko	(Decimal('-78.8316285'), Decimal('173.434417'))	04/26/2023, 00:00:00	A+	571	620
14893025732	Compositor	Martins S/A	apollo69@yahoo.com.br	"Largo Helena Peixoto, 896
Nossa Senhora Aparecida
82887-940 Borges da Prata / SE"	Daniel da Costa	2001-07-02	zgomes	(Decimal('87.616628'), Decimal('-138.413893'))	2025/03/19	O+	65	33
328-08-3202	Beamter	Weihmann Jacobi Jäckel e.V.	vspeer@hotmail.de	"Striebitzplatz 3938
00500 Düren"	Mustafa Liebelt B.Eng.		wilhelm06	(Decimal('-18.9754845'), Decimal('-76.002906'))	03/29/2021, 00:00:00	B-	82	256
LFRFRN70B66G261U		Giammusso, Ruggieri e Trezzini e figli	alessio58@poste.it	"Vicolo Carmelo, 37 Piano 2
47855, Onferno (RN)"	Fabrizio Tirabassi	1967-11-01	isabellamalaparte	(Decimal('-39.191123'), Decimal('-15.972321'))	2018/12/05	A-	284	353
